overview,name
"When marriages fall apart, divorce can turn ugly - even deadly. From blushing brides turned cold-blooded killers to smitten grooms with shocking dark sides, the criminal psychology behind deadly divorces is examined. Guiding viewers through actual stories of love gone wrong are psychotherapist Stacy Kaiser and forensic psychologist Dr. Brian Russell, who analyze each couple to better understand how the marriage turned from flawed to fatal. .",Fatal Vows
"“PriMagi” is a form of entertainment created by singing, dancing and fashion! There's a secret to this magical, sparkling stage! Yes, seriously, it really is ""magic""! The main character, Hibino Matsuri, is a first year junior high school student who yearns to do ""PriMagi"". One day, she is scouted to join ""PriMagi"" by the wizard ""Miyam"", who suddenly appears!! The two of them work together to be at the top of ""PriMagi"", so they don't lose to their rivals!",Waccha Primagi!
A young boy growing up in the suburbs of 1980s Brisbane faces the harsh realities of life — and the looming dangers that threaten his family.,Boy Swallows Universe
"Ki Moo-Hyeok, a lawyer with a high winning rate, only cares about money. Due to a murder case at a high school which he deals with, his reputation as a lawyer hits rock bottom. To regain his good name as a lawyer, he sneaks into the high school and work as a temporary teacher. He tries to reveal a secret which the students have, and gets involved with Teacher Ha So-Hyun, a P.E. teacher who loves her students. They then face the students'secret.",Class of Lies
"1817. Mani, Greece. Two rivals families decide to marry their children. After a while their grandchild is born and found dead in the river. Everyone blames Theofano, a girl, who is a witch.",The witch
"Homicide detective Tess Avery is forced to quit the job she loves after nearly killing her partner and being diagnosed as clinically blind. Reluctant to accept help, Tess uses an assistance app and connects with Sunny Patel, a professional seeing-eye guide and agoraphobe living 3,000 miles away. Haunted by the unsolved cases she left behind, Tess uses a hidden camera and earpiece, while Sunny remotely steers Tess through life's obstacles -- and crimes -- as the two challenge preconceptions about ability, trust and where to draw the line.",Sight Unseen
"Sitcom about navigating the trials and traumas of middle-class motherhood, looking at the competitive and unromantic side of parenting.",Motherland
"Sunday Night Theatre was a long-running series of televised live television plays screened by BBC Television from early 1950 until 1959.

The productions for the first five years or so of the run were re-staged live the following Thursday, partly because of technical limitations in this era, and the theatrical basis of early television drama. Some of the earliest collaborations between Rudolph Cartier and Nigel Neale were produced for this series, including Arrow to the Heart and Nineteen Eighty-Four. The Sunday night drama slot was subsequently renamed The Sunday-Night Play which ran for four seasons between 1960 and 1963. ITV transmitted its own unrelated run of Sunday Night Theatre between 1971 and 1974.",Sunday Night Theatre
Drama following the extraordinary adventures of female medics in the British Army.,Our Girl
"The Marriage Ref is a TV reality show and panel game hosted by comedian Tom Papa and produced by Jerry Seinfeld, in which a rotating group of celebrities decides the winners of real-life marital disputes. The show premiered on NBC on Sunday, February 28, 2010 on the final night of the Olympics before moving to Thursdays. The show's second season debuted on June 26, 2011. On May 13, 2012, NBC cancelled the series.",The Marriage Ref
"When California governor Zack Morris gets into hot water for closing too many low-income high schools, he proposes they send the affected students to the highest performing schools in the state – including Bayside High. The influx of new students gives the over privileged Bayside kids a much needed and hilarious dose of reality.",Saved by the Bell
The issue of inheritance by male members of a business family versus the role of capability in deciding the heir.,Vanshaj
Tim and Eric's dark comedy anthology series.,Tim and Eric's Bedtime Stories
"Alchemists, swindlers, thieves, and gangsters cross paths on The Flying Pussyfoot, a 1930s American transcontinental train, as it embarks on a legendary voyage that leaves a trail of blood all over the country.",Baccano!
"This show is located in the picturesque Oštrovac, a village on the edge of the national park. Katarina, Tomislav and Krešo will get a million euros from his grandfather - but only if they spend a year in his ruined house in Oštrovac. Otherwise, the money belongs to the locals.",Whichever Way the Ball Bounces
"Tabitha Stephens is the daughter of the bewitching Samantha and her mortal husband, Darrin Stephens. As a young, single working witch, Tabitha adds a little magic and fun to the lives of her relatives and friends.",Tabitha
"Ace Bunny, Tech E. Coyote, Danger Duck, and friends are transformed into superheroes when a meteor hits the planet 700 years in the future. Now they spend their time making jokes while blasting monsters and asteroids with “neutron cannons” and whatever other weapons they have at hand.",Loonatics Unleashed
The 32nd NHK Asadora. Starring Takaaki Enoki as a young man who becomes a film director. The first Asadora with a male lead since 1967.,Romansu
"The struggling Lívia despairs when she learns that her husband, before dying, lost a fortune in shady deals. Widowed and with three children, she is forced to fight for her family and leaves for the paradisiacal beach town of Maramores, where her mother Zoroastra lives. Parallel to the difficulties, Lívia discovers that she is involved in the eternal struggle of Good against Evil.

In fact, Lívia is the reincarnation of Princess Cecília, the eternal passion of the vampire Bóris Vladescu, who has been pursuing her for centuries. The two met in 7th century Europe, when Bóris disputed the princess's love with Count Rogério. Nowadays, Rogério was Beto, Lívia's husband, and the two times he faced Boris, his arch-enemy, he took the worst.

Boris is in Maramores to get Cecilia, his immortal beloved. Or rather, Livia, who raises the boy Zeca, who she doesn't even suspect is actually a half-vampire, son of Boris. The vampire is willing to prepare his son to take his place, but Zeca is reluctant to accept his condition, much to his father's despair.

With Bóris comes a legion of vampires willing to terrorize the residents of the peaceful city. Among them, the splendid Mina, his wife, and the gallant Victor, who involves the sweet Ciça in a game of seduction. Vampires are closely watched by the flustered Galileo Van Burger, a vampire hunter who failed to prevent his wacky son Bartô from being bitten.

Who also keeps an eye on the vampires is the mystical Zoroastra, mother of Lívia, a modern witch, who owns the main inn in Maramores. And the mysterious Ezekiel, in reality an angel who came down to Earth to protect Lívia and Zeca from the evil that persecutes them.

Engineer Rodrigo also arrives in the city, followed by his ex-girlfriend Lara. The two are the first victims of vampires. Lara is bitten by Victor and becomes an evil vampire, due to her bad temper. Rodrigo is bitten by Mina, who becomes pregnant and is expecting a daughter from him, which she says is from Boris.

Meanwhile, Rodrigo is used by Boris to approach Lívia. Who does not like this involvement is Augusto, a friend of Lívia who has loved her in the past. Augusto is a widower who raises his small children with the help of sister-in-law Marta, a blind woman, but bitter and Machiavellian, who does everything to keep him from Lívia, because she loves him.",O Beijo do Vampiro
An inconspicuous middle school psychic confronts an organization plotting to use other psychics to rule the world. Based on the hit manga.,Mob Psycho 100
,Hot Mom!
"Dong-baek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.",When the Camellia Blooms
"A man dies in a car crash, but awakes with the spirit of another person. He becomes the head of two families and he agonizes over his two different wives.",The Miracle We Met
"ECW was a professional wrestling television program for WWE, based on the independent Extreme Championship Wrestling promotion that lasted from 1992 to 2001. The show's name also referred to the ECW brand, in which WWE employees were assigned to work and perform, complementary to WWE's other brands, Raw and SmackDown. It debuted on June 13, 2006 on Sci Fi in the United States and ran for close to four years until it aired its final episode on February 16, 2010 on the rebranded Syfy. It was replaced the following week with WWE NXT.",WWE ECW
Premium Blend was a stand-up comedy series that aired on the American cable television channel Comedy Central from 1997 to 2005.,Premium Blend
"The 12-episode series follows Wang Xiang, an ex-train driver who had worked his whole life at the steel plant in a fictional small town in North China, as he attempts to solve the mystery behind a brutal murder during the autumn of 1998. For more than 20 years, the murder has haunted him and other people who worked at the steel plant as they struggled to come to terms with the loss they’ve experienced.",The Long Season
"A romantic music coming-of-age drama about grandmother Oh Mal-soon, who turns into a 20-year-old Oh Doo-ri overnight and enjoys her shining prime once again.",Who Is She
"Barbary Coast is an American television series that aired on ABC. The pilot movie first aired on May 4, 1975 and the series itself premiered September 8, 1975; the last episode aired January 9, 1976.

Barbary Coast was inspired by a similar 19th-century spy series, The Wild Wild West, and like the earlier program, Barbary Coast mixed the genres of Western and secret agent drama.",Barbary Coast
"Upon discovering ancient stones with dinosaur images imprinted on them, a 12-year-old boy named Max Taylor (Ryuta Kodai) and his friends Rex Owen and Zoe Drake (Malm Tatsuno), discover they are able to call forth dinosaur companions. These companions will aid the owners in stopping the nasty Alpha Gang from coming into possession of the mysterious stones and crush their chances at world domination.",Dinosaur King
"Ordinace v růžové zahradě je původní český televizní seriál z lékařského prostředí, který vysílá televize Nova. Seriál se začal vysílat 6. září 2005. Nejprve vyprávěl životní osudy lékařů soukromé gynekologické kliniky, jejich příbuzných a přátel, od 15. ledna 2008 se seriál pod názvem Ordinace v růžové zahradě 2 zaměřuje na prostředí chirurgie, plastické chirurgie a pediatrie. Děj se odehrává ve fiktivní obci Kamenice.",Ordinace v růžové zahradě
,Manga Hajimete Monogatari
"Helix is an intense thriller about a team of scientists from the Centers for Disease Control who travel to a high-tech research facility in the Arctic to investigate a possible disease outbreak, only to find themselves pulled into a terrifying life-and-death struggle that holds the key to mankind's salvation...or total annihilation.",Helix
Captain Tsubasa J  is a TV anime series that retells the story of the original manga and also adds some arcs from the World Youth Saga manga. The anime was originally broadcast by Fuji Television in Japan from 1994-10-21 to 1995-12-22 with 47 episodes. The animation was done by Studio Comet. The series was suspended due to budget constraints.,Captain Tsubasa J
,Naked Attraction Italy
,Na cestě
"Mission: Impossible is an American television series that chronicles the missions of a team of secret American government agents known as the Impossible Missions Force. The show is a revival of the 1966 TV series of the same name. The only actor to return for the series as a regular cast member was Peter Graves who played Jim Phelps, although two other cast members from the original series returned as guest stars. The only other regular cast member to return for every episode was the voice of ""The Tape"", Bob Johnson.",Mission: Impossible
"The coffee machine of a small company is the scene of discussions between employees. Private life, professional life, gossip, mockery, ... everything goes!",Caméra Café
"The story takes place in 2061, 50 years after humanity developed the ""Net society"" that depended on information networks despite their security issues. To improve security, a new network called Meta Real Network — or ""Metal"" for short — was developed. People's personal memories are reduced to information and placed within ""protected virtual stand-alone organic cyber enclaves"" called bubble shells online. The result was a virtual ""explosion"" of creative freedom as people felt safe enough to explore instincts and desires on Metal that they would not otherwise explore in real life. This ""friction"" between the Metal's alluring lack of restrictions and rules-bound reality led to trouble and incidents that investigators known as ""cyber divers"" must handle. Masamichi Haru is one such cyber diver.",Real Drive
"Revolves around a national epic in the files of the Egyptian intelligence on the biography of the Egyptian hero, Rifat Ali Suleiman Al-Jamal, who was planted inside the Israeli community to spy for the Egyptian intelligence. He was instrumental in preparing for the October War.",Raafat Al Haggan
"Starlight is a play loved throughout the world. Karen and Hikari make a promise with each other when they're young that one day they'll stand on that stage together. Time passes, and now the girls are 16 years old. Karen is very enthusiastic about the lessons she takes every day, holding her promise close to her heart. Hikari has transferred schools and is now away from Karen. But the cogs of fate turn, and the two are destined to meet again. The girls and other Stage Girls will compete in a mysterious audition process to gain acceptance into the revue.",Revue Starlight
"When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom.",Greenhouse Academy
"From the continuing reclamation of the ruins of the planet Solo, mysterious mechas are excavated. But suddenly, an alien called Baff Kuun attacks seeking the limitless energy “Ide.” The earthlings are backed into a corner, when the three mechas piloted by the earth boy Yuki Cosmo and others fuse together. Becoming the giant robot Ideon, they use their incredible power to fight back against Baff Kuun.",Space Runaway Ideon
"Tommy Lynley is a brilliant police detective but an outsider in the force – simply by virtue of his aristocratic upbringing. He is paired with Barbara Havers, a sergeant with a maverick attitude and a working-class background. With seemingly nothing in common and against all odds, the mismatched duo of Lynley and Havers become a formidable team, bonded by their desire to see justice done.",Lynley
"Luo Yining, unbound by traditional formalities, frequently stood up for her downtrodden ""Third Brother"" Luo Shenyuan, discovering his hidden talents in the process. After heartbreak, she aimed for independence by starting a business. Luo Shenyuan, wrongfully accused, sought the truth about his mentor's death. Grateful for Yining's support, he helped her when her business faced difficulties, and their mutual understanding grew into love.",The Rise of Ning
A new caretaker moves with his family into the mysterious Overlook Hotel for the winter.,The Shining
Nev and his co-hosts -- from Max to Kamie to celebrity guests -- help people in dubious online relationships track down their baes IRL so they can sort out what's fact and what's fiction.,Catfish: The TV Show
"Woo Jin and Samuel, a sexless married couple, are utterly fed up with their lives. To improve their circumstances, they choose to earn money by blackmailing unfaithful couples. As they track down these couples, they find financial stability and rediscover their own connection. They start working on their own issues, but the more they delve into it, the hidden truth resurfaces, complicating their journey. What is the truth that they have been avoiding?",LTNS
"Dos mujeres, un camino is a Mexican telenovela, produced by Televisa, which originally aired from August 2, 1993 to July 1, 1994, on Canal de las Estrellas.","Two Women, One Road"
,2024年德国欧洲杯
,乃木坂あそぶだけ
"T.J. is a boy genius who gets bumped up from the fourth grade to high school. T.J. tries to adjust to his new life, but he shares some classes with his 14 year-old brother Marcus, the school jock, and his clueless and self-absorbed 16 year-old sister Yvette.",Smart Guy
,Więzienie
"Country Spirit aka Plain Love III was a television drama series produced by TVB. The series takes place in a winery in China in around 1900-1930. Winemaking, as well as the trials and tribulations of a touching love story between a widow, who is part of a ghost marriage, and her husband's house servant, are the main theme of this series.",Country Spirit
"The Files of Justice is a series of Hong Kong legal drama produced by TVB. There were 5 seasons produced, the first was aired in 1992 spanning 13 episodes. The series revolves around a group of lawyers and legal personnel with stories interwoven between their personal lives and the court cases in which they’re engaged. This drama is Bobby Au Yeung's TV debut.",The File Of Justice
"Meet Masaki, the now former member of the popular NewTuber group, Harikiri Sisters. After a career setback, aka getting fired unexpectedly via a livestream, she joins forces with Live, a partner with superhuman abilities. Together, they aim to create sensational content and reach 1 million subscribers. Will they reach their content dreams or be hit with the block button?",MAYONAKA PUNCH
"An unexpected pregnancy complicates the lives of two families. The series centers around Oly, an ambitious and high-achieving teenage girl who has a surprise baby.",Bump
A father and son represent two generations of policemen as they risk their lives in the war against drugs.,The Thunder
,Majka
"B.J. and the Bear is an American comedy series which aired on NBC from 1979 to 1981. Created by Christopher Crowe and Glen A. Larson, the series stars Greg Evigan and Claude Akins.",B. J. and the Bear
"Dicle finds herself in an agency when she comes to Istanbul dreaming of becoming a filmmaker. There’s only place for stars, ego wars, greed, fame, money, hope and disappointment here. As Dicle struggles to exist in this glamorous world without losing her way... Her broken family ties start to bleed again. Her father who abandoned them before she was born is now one of the sharks of the industry and they are working in the same agency. And the magical lights of cinema start to shed light on Dicle’s first love.",The Agency
"Wang Lu, a young genius, joins the renowned Spirit Blade Sect during a time of looming crisis across the nine continents. Under the guidance of his eccentric and sharp-tongued mentor Wang Wu, who hides centuries of wisdom behind a youthful appearance, he embarks on an unconventional path to immortal cultivation. Through constant clashes and unlikely camaraderie, the two strive to become the strongest sages of their time.",Once Upon a Time in Lingjian Mountain
,Krejzovi
"Izumi was born in a family of celebrities. His father is a singer, his mother an artist, his older brother the lead vocalist for the popular band Crashers. Izumi himself, however, is just a nerdy college student. He loves the manga ""Magical Girl Lala Lulu"" and dreams of becoming a manga writer himself. One day he is roped into filming a commercial where he wears a dress. Another actor on the set, Ryoma Ichijo, mistakes him for a woman and falls in love at first sight. As it turns out, though, they met ten years in the past. And Ryoma feelings don't change when he finds out Izumi is a boy.",Love Stage!!
"In the war against neighboring countries, the Grand Duke’s warriors use dragon-like beasts called Touda as weapons. Touda are admired across the nation and villages take great pride in breeding them. Erin lives in one such village with her mother, Soyon, who is the best beastinarian in the country. However, life in the village is not so straightforward: Soyon is also an Ariyo, a woman of the Mist People - a race that is feared by humans for its mystical abilities. So that she and Erin can stay in the village, Soyon must flawlessly fulfill her duty capturing and disciplining the Touda; but while Erin wants nothing more than to become a beastinarian, she also feels sorry for the Touda and recognizes that there’s far more to them than meets the eye. Can Erin ever become an ordinary beastinarian when her deepest instincts tell her there is a better way to interact with the Touda?",The Beast Player Erin
"When a gruesomely staged body is found at the German-Austrian border, two detectives investigate. As the ritual-like murders continue, they enter the killer’s sinister world, set in the Alpine wilderness.",Pagan Peak
"When an emperor accidentally switches bodies with his empress, the two must deal with the awkward fallouts as they learn to accept each other.",No Doubt in Us
"Ten years ago, a child wished for the destruction of the world. Now, a group of people has the ability to grant their wishes depending on their power. They are called ""Order User."" Before these great people who have the power of ""Order,"" one person excels the most with the ability to rule and conquer the world and turn people into puppets when it is in his jurisdiction. This power belongs to Hoshimiya Eiji, who is also responsible for the destructive phenomena that happened exactly ten years ago.",Big Order
"The events take place in a historical context, in the 11th century, where the leader of the Assassins, Hassan al-Sabah, and his leadership of the band that was famous for carrying out bloody assassinations of prominent figures at that stage.",The Assassins
A four-part erotic anthology series set in the streets of Manila.,Erotica Manila
"Gu Chengze, the adopted son of the Gu family, is the CEO of Gu Mall Corporation. Mrs. Gu wishes for her biological grandson, Gu Jinyu to take over the company; and Gu Chengze is tasked to guide the rightful heir towards becoming a respectful businessman. During this time, he meets fashion designer Li Yanshu and discovers that she is Gu Jinyu's ex-girlfriend. He decides to hire her aboard to motivate Gu Jinyu, who still harbors feelings for Li Yanshu. The plan worked on when Gu Jinyu decides to join the company and pursue her. When Mrs. Gu finds out about Gu Jinyu's feelings for Li Yanshu, she was livid and tells Gu Chengze to separate the both of them. This creates an opportunity for Gu Chengze and Li Yanshu to get closer to each other, and they fell in love. With the help of Li Yanshu, Gu Chengze overcomes many difficult situations. Gu Jinyu, after undergoing life-changing experiences, also matures and successfully took over his company.",The Fox's Summer
"A private school class unexpectedly has to spend their class trip on a farm! Class teacher Mr. Wolff has finally had enough of his spoiled students and, a few weeks before his retirement, has rebooked the luxury travel destination for class 12b: He wants his class to finally experience real life here in nature!",Krass Klassenfahrt - Die neue Generation
,Wonderful Hand
Every year there was a Gala of the Stars at the Zirkus Krone in Munich.,Stars in the Ring
An alleged curse disturbs the relationship of a newly married couple as they try to conceive a child while co-starring on their problematic new HGTV show.,The Curse
"An unconventional relationship in a world on the cusp of change; a star newsreader and an ambitious bisexual reporter join forces in a ruthless 1986 newsroom, as events unfold that will change their lives.",The Newsreader
"A young man leaves behind the woman he loves and his family to join the military. Upon his return, he faces unexpected events that transform him into a cruel man.",Gaddar
"Aoi prefers indoor hobbies and is afraid of heights, but her childhood friend Hinata loves to show off her passion for mountain climbing. As young children they once watched the sunrise from the top of a mountain, and now they've decided to take up mountain climbing in hopes of seeing that sunrise again. They have cooking battles with mountaineering gear, climb small hills in their neighborhood, and meet new mountaineering friends as they learn the ropes of the hobby. When will they finally see that sunrise again?",Encouragement of Climb
"When Yumi Fukuzawa entered the Lillian Girls' Academy, a prestigious all-girls Catholic school in Tokyo, she never imagined she would catch the eye of beautiful and demure Sachiko Ogasawara, one of the school's most popular students. Now Sachiko has offered to be Yumi's soeur, her ""sister"" and guide for all her years at the academy. The whole idea has Yumi completely flustered—after all, they hardly know each other!

The entire campus is abuzz with rumors about the two of them, but Yumi is conflicted over accepting Sachiko's offer. While she admires Sachiko, being her soeur would also mean constantly being at the center of the entire school's attention!",Maria Watches Over Us
"Starman is an American science fiction television series, starring Robert Hays and Christopher Daniel Barnes and continuing the story from John Carpenter's 1984 film. The series ran on the ABC network from September 19, 1986 to May 2, 1987. The series was an adaptation and sequel to a movie of the same name produced in 1984.",Starman
"Bored with life, popular high schooler Yatora Yaguchi jumps into the beautiful yet unrelenting world of art after finding inspiration in a painting.",Blue Period
"Ana Francisca is a poor and ugly girl who, after being humiliated by the entire town, becomes a beautiful, stylish and rich woman who wants revenge. During this trajectory, this romantic comedy also shows the true love of Ana Francisca and Danilo that survives throughout the years, the distance and the traps of destiny. They will be part of a love triangle with Olga, a snobbish girl who is going to do anything to steal Danilo from Ana Francisca.",Pepper Chocolate
"The cases of a private investigations agency run by two Vietnam War veterans and their computer geek friend from high school, armed with toughness, their own helicopter, and the third's technical ability.",Riptide
"An old bottle has found its way into the household of a modern family, which consists of a boy named Kan and his parents. A genie, Hakushon, and his daughter, Akubi, reside inside it. When Kan finds the bottle, he discovers that a sneeze summons Hakushon and he must grant the wish of whoever sneezed, while a yawn summons Akubi and she must do the same for whoever yawned. Getting wishes granted by either genie may not be a good thing, for Hakushon messes them up due to his own extreme clumsiness, while the more capable Akubi likes to cause mischief by twisting their words and meanings so that something bad happens.",The Genie Family
"A popular student gravitates toward someone she only knows online, forcing her lovesick classmate to decide if she should reveal her true identity.",23.5
Clinical psychologist Dr Tony Hill's uncanny ability to see into the minds of murderers means he finds it difficult to distance himself from disturbing cases.,Wire in the Blood
"The story of Jim Worth, an expat British police officer starting a new life with his family as police chief in Little Big Bear, an idyllic town near the Rocky Mountains. When his small town is overrun by migrant workers from a massive new oil refinery – the wave of drugs, prostitution and organised crime that follows them threatens to sweep away everything in its wake.",Tin Star
"Saber y ganar, the cultural quiz show of ""La 2"" hosted by Jordi Hurtado, has celebrated sixteen years on the air, thus becoming the daily program with a longer running time in the history of Spanish television.

During the show's thirty-minute duration three contestants compete in different tests where they have to answer trivia-like questions, putting their mental, reasoning and memory abilities to the test. Most of the questions have a moderate level of difficulty and are spread over six different games: ""Cada sabio con su tema"", where each contestant answer questions about a given topic of their choice; ""La pregunta caliente"", where contestants must answer random questions; ""El duelo"", where two contestants answer questions about a topic that changes daily; ""La parte por el todo"", where the contestants must figure out what an image, piece of text or piece of music belong to; ""La calculadora humana"", where the contestant with the second highest score must answer fifteen basic arithmetic operations in 50 seconds in order to keep his/her earnings for the day; and finally ""El reto"", where the contestant with the least score has to figure out seven words from their root and definition in order to remain in the game. If the contestant loses the ""El Reto"", a new individual will be chosen to replace him/her the next episode.",Saber y Ganar
"Terrace House: Boys × Girls Next Door was a Japanese reality television series in the Terrace House franchise. It originally aired on Fuji Television's ""Cool TV"" segment from October 12, 2012 to September 29, 2014 for eight seasons, after which a standalone movie was released as a continuation/conclusion of the show. The show took place in a modernistic house with a terrace located in the Shōnan area.",Terrace House: Boys × Girls Next Door
"A priceless coin puts rival gangs across Europe at odds, forcing a retired safecracker to team up with a two-bit gangster for one last heist.",Crooks
"A disastrous school trip leaves four students stranded on an uninhabited island. Staying alive on a deserted island is easy for Homare, thanks to her survivalist father's training. While the others struggle, she shows them that being isolated may not be as dreadful as they thought.",Are You Lost?
"Naz who is a paediatrician loses her baby during pregnancy. Even though her husband wants another baby, she refuses to go through the same thing all over again. She goes to Italy for a conference and meets Ali Nejat there.",Intersection
"Yukiko Makabe works at the #3 Special Investigation Team of the Metropolitan Police Department. She has excellent negotiation skills. Yukiko then attempts to negotiate with a hijacker on a bus, but something unexpected happens and her mission fails. Yukiko takes full responsibility and takes a transfer to a special interrogation team ""Kintori"". Her boss is Katsutoshi Kajiyama and Yukiko has had a difficult working relationship with him in the past. Her other coworkers include Susumu Hishimoto, Zenjiro Nakata and Haruo Koishikawa.",Emergency Interrogation Room
"Ready to witness the ultimate fight between the rules of science and the laws of love? 10 boys, 10 girls and an Oracle who will decide whether or not a couple makes the perfect match! It's time to 'catch your match', Splitsvilla style!",MTV Splitsvilla
,Anjo Meu
"An art history lecturer, unfairly disgraced for refusing to certify a suspicious painting, endeavors to set the record straight by exploring the mystery of a 16th-century artist using a diary that may lead her to the genuine painting.","Saimdang, Memoir of Colors"
"A clumsy high-school girl - Oh Ha-ni - is at the bottom of her class, and she has had a crush on a popular genius, Baek Seung-Jo, ever since she first laid eyes on him.",Mischievous Kiss
"After long and grueling hours immersed in brutal crime investigations, lead detective Choi Young Jin must face the particular horrors of singlehandedly raising her daughter Ha Eun. Any way you look at it, Young Jin's got her work cut out for her, but it's only a matter of time before her professional and personal worlds collide in new and disastrous ways.",Mrs. Cop
"""Keijo"" is a popular gambling sport where contestants stand on platforms floating on the water and must use their butts and chests to fight against each other to push each other off the platform. Nozomi Kaminashi, a high school student, aims to join the sport after she graduates. Nozomi was raised in a poor family and hopes to make lots of money by playing Keijo. She grew up training in gymnastics, and she has good balance and flexibility. After high school, Nozomi joins a training boarding school and enters the world of Keijo.",Keijo!!!!!!!!
"The God of War, Wen Ye, died in battle on the eve of his wedding, and a nationwide mourning was held. The bride-to-be was the legitimate daughter of the Shen family. But Mrs. Shen was reluctant to let her daughter become a widow and feared the criticism that would come with a broken engagement. Thus, she found her estranged illegitimate daughter, Shen Keyi, who had been living in seclusion, and forced her to take her daughter's place in marriage. Due to a mistaken war report, Wen Ye returned victorious, and Shen Ke Yi, who had married into the Wang family, became the true princess. However, she and the prince developed a complex and spirited relationship, and during their journey, they ignited the sparks of love. After facing numerous challenges, they eventually understood the true essence of love and protection. In the end, they chose to be together, not seeking wealth and prosperity but only desiring a few moments of leisure that belonged to the two of them alone.",The Substitute Princess's Love
"The three worlds of humans, gods, and demons are balanced by energy. But in the 21st century, due to the rapid development of human society, the balance is lost.",God Troubles Me
"Humans that have been physically altered and turned into dangerous weapons are known as the Extended. Juuzou Inui awakens as one of these weapons — with amnesia. But his job as an agent investigating the Extended leads to a mysterious child with Extended ties showing up at his office. Now Inui must keep the child away from street gangs and the megacorporation Berühren, and it won't be easy.",No Guns Life
"When Yadomi Jinta was a child, he was a central piece in a group of close friends. In time, however, these childhood friends drifted apart, and when they became high school students, they had long ceased to think of each other as friends.

One of the friends from that group, Honma Meiko, now has a wish she asks Jinta to fulfil. The problem is, she can't remember what her wish is anymore.",AnoHana: The Flower We Saw That Day
Weekly YouTube show starring Barry Lewis and Stuart Ashens.,Barshens
,At the Threshold of an Era 2
"The main protagonist Sendou Aichi, is a timid and mundane third-year middle school boy. The thing that supported Aichi's heart, was the ""Blaster Blade"" card that he received as a child. It's an important rare card from ""Vanguard"", a card game with the imaginary world of ""Planet Cray"" as its stage. From the day he reunited with the person who gave him that card ""Toshiki Kai"", Aichi's everyday life began to change.",Cardfight!! Vanguard
The United States Steel Hour is an anthology series which brought hour-long dramas to television from 1953 to 1963. The television series and the radio program that preceded it were both sponsored by the United States Steel Corporation.,The United States Steel Hour
"Sea Patrol is an Australian television drama set on board HMAS Hammersley, a fictional patrol boat of the Royal Australian Navy. The series focuses on the ship and the lives of its crew members.",Sea Patrol
"A divorcee with cancer and a penniless single father meet and heal their wounds with the help of each other.

Do Yeon-Hee (Choi Jung-Yoon) is the only daughter-in-law of a family, who runs the Rara Group. She has a perfect life, but her husband cheats on her. Due to the other woman, Do Yeon-Hee’s life changes completely.

Han Jae-Kyeong (Ahn Jae-Mo) used to be a professional golfer. To let his wife achieve her dream and support her while she studies abroad, he quit playing golf and became a golfing instructor at a practice facility. He raises his son by himself, while his wife is away. When his wife returns to South Korea, she asks him for a divorce.",Amor Fati
"Soul music has conquered the world in the last 50 years - growing from the raw, electric rhythms of the black underclass, it is now a billion dollar industry with R&B and hip hop dominating the world's charts.

It's been the soundtrack to some of the most extraordinary social, political and cultural shifts.

Together with the civil rights movement, it has challenged white hegemony, helped break down segregation and encouraged the fight for racial equality.

This new six-part series, made by the BBC team who produced the critically-acclaimed Lost Highway, Walk On By and Dancing In The Street series, charts the evolution of soul music - with a fascinating combination of rare archive footage and over 100 contemporary interviews.

The movers and shakers from the world of soul – such as James Brown, Mary J Blige, Beyoncé and Martha Reeves, - plus some often overlooked talent, track the music that shaped our lives.",Soul Deep: The Story of Black Popular Music
"Richard the Lionheart has gone to war, leaving power in the hands of Prince John. Sherwood is in danger, but Robin Hood and his gang are on hand to save the day! Meet Maid Marian with her castle insider knowledge, charming Little John, grumpy Tuck and Robin's funny cousin Scarlett. Follow the gang who with comedy, magic and friendship will save the day.",Robin Hood: Mischief In Sherwood
"The Divine Gate ushered in an era of chaos. Now, a select few have gathered to attempt to reach the Gate and remake the world.",Divine Gate
"A successful executive determined to do whatever it takes to protect the woman he loves, meets a travel agent, who may be linked to his past.",Black Knight
"When she was a young girl, Heloisa was harshly torn apart from the love of her life: Pedro, a straightforward romantic young man whose powerful family strongly believes the ends always do justify the means. Because she comes from a very humble background, Pedro's parents set up all kinds of intrigues in order to prevent the couple from fulfilling their seemingly predestined love story. Twenty years later, all it takes is a casual encounter to spark that feeling again and have them fighting against not only Pedro's family tricks, but also Heloisa's mighty and unscrupulous husband.",Wounded Past
Fullfive,Fullfive
"Mickey Mouse, and his friends – Minnie, Goofy, Donald, Daisy and Pluto – to Funny, an enchanted talking playhouse, who takes the Sensational Six on adventures of all types to unique worlds that inspire the imagination.",Mickey Mouse Funhouse
"A culture show set hosted by Marc Labrèche and his collaborators, Simon Boulerice, Émilie Perreault and Fred Savard. Each week, based on a significant year in history, they revisit a cultural event of a previous era and compare it with today’s yardstick. The hosts and their guests examine subjects that link the chosen year to what’s hot in cultural circles right now.",Cette année-là
